title,duration,duration_numeric
Team Foxcatcher,91 min,91.0
Patton Oswalt: Talking for Clapping,66 min,66.0
Belgica,127 min,127.0
Hush,82 min,82.0
Frank and Cindy,70 min,70.0
Kung Fu Panda: Secrets of the Scroll,23 min,23.0
He Never Died,97 min,97.0
Jimmy Carr: Funny Business,62 min,62.0
My Beautiful Broken Brain,84 min,84.0
Pee-wee's Big Holiday,90 min,90.0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",101 min,101.0
Marvel Super Hero Adventures: Frost Fight!,74 min,74.0
Hannibal Buress: Comedy Camisado,68 min,68.0
Ricardo O'Farrill Abrazo Genial,92 min,92.0
Ip Man,107 min,107.0
Ip Man 2,108 min,108.0
Tom Segura: Mostly Stories,74 min,74.0
Marco Polo: One Hundred Eyes,29 min,29.0
Mike Epps: Don't Take It Personal,60 min,60.0
The Ridiculous 6,120 min,120.0
"Trailer Park Boys: Drunk, High and Unemployed: Live in Austin",74 min,74.0
A Very Murray Christmas,57 min,57.0
Naomi and Ely's No Kiss List,91 min,91.0
John Mulaney: The Comeback Kid,62 min,62.0
Manson Family Vacation,85 min,85.0
Walt Disney Animation Studios Short Films Collection,90 min,90.0
Results,105 min,105.0
Anthony Jeselnik: Thoughts and Prayers,59 min,59.0
Beasts of No Nation,137 min,137.0
Circle,86 min,86.0
Winter on Fire: Ukraine's Fight for Freedom,99 min,99.0
Anjelah Johnson: Not Fancy,64 min,64.0
Keith Richards: Under the Influence,82 min,82.0
Cowspiracy: The Sustainability Secret,90 min,90.0
6 Years,80 min,80.0
Demetri Martin: Live (At the Time),62 min,62.0
Tig,92 min,92.0
Creep,78 min,78.0
Chris Tucker Live,92 min,92.0
Ralphie May: Imperfectly Yours,69 min,69.0
"What Happened, Miss Simone?",103 min,103.0
Advantageous,92 min,92.0
The Perfect Dictatorship,143 min,143.0
Hot Girls Wanted,83 min,83.0
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),78 min,78.0
The Other One: The Long Strange Trip of Bob Weir,84 min,84.0
Chris D'Elia: Incorrigible,84 min,84.0
Aziz Ansari Live at Madison Square Garden,58 min,58.0
My Own Man,82 min,82.0
Ralphie May: Unruly,83 min,83.0
Virunga: Gorillas in Peril,29 min,29.0
Iliza Shlesinger: Freezing Hot,72 min,72.0
BoJack Horseman Christmas Special: Sabrina's Christmas Wish,26 min,26.0
Bill Burr: I'm Sorry You Feel That Way,81 min,81.0
Chelsea Peretti: One of the Greats,75 min,75.0
Virunga,100 min,100.0
E-Team,90 min,90.0
Wyatt Cenac: Brooklyn,68 min,68.0
Chelsea Handler: Uganda Be Kidding Me Live,71 min,71.0
Print the Legend,100 min,100.0
Mission Blue,94 min,94.0
The Battered Bastards of Baseball,80 min,80.0
From One Second to the Next,35 min,35.0
Mitt,93 min,93.0
The Square,105 min,105.0
Shrek the Musical,130 min,130.0
The Short Game,100 min,100.0
Aziz Ansari: Buried Alive,80 min,80.0
Being Elmo: A Puppeteer's Journey,76 min,76.0
A Stoning in Fulham County,95 min,95.0
Adam: His Song Continues,96 min,96.0
Hard Lessons,94 min,94.0
In Defense of a Married Man,94 min,94.0
Quiet Victory: The Charlie Wedemeyer Story,93 min,93.0
Strange Voices,96 min,96.0
The Ryan White Story,94 min,94.0
Too Young the Hero,94 min,94.0
Triumph of the Heart,93 min,93.0
Unspeakable Acts,95 min,95.0
Victim of Beauty,93 min,93.0
Joseph: King of Dreams,75 min,75.0
Even the Rain,103 min,103.0
Splatter,29 min,29.0
Just Another Love Story,104 min,104.0
To and From New York,81 min,81.0
9,80 min,80.0
21,123 min,123.0
187,119 min,119.0
706,118 min,118.0
1920,143 min,143.0
Oct-01,149 min,149.0
22-Jul,144 min,144.0
15-Aug,124 min,124.0
'89,87 min,87.0
​Goli Soda 2,128 min,128.0
​Maj Rati ​​Keteki,117 min,117.0
​Mayurakshi,100 min,100.0
(T)ERROR,84 min,84.0
#cats_the_mewvie,90 min,90.0
#Roxy,105 min,105.0
Ég man þig,106 min,106.0
Çok Filim Hareketler Bunlar,99 min,99.0
Æon Flux,93 min,93.0
1 Chance 2 Dance,89 min,89.0
1 Mile to You,105 min,105.0
"10,000 B.C.",109 min,109.0
100 Days Of Solitude,93 min,93.0
100 Years: One Woman's Fight for Justice,75 min,75.0
12 ROUND GUN,90 min,90.0
13 Cameras,90 min,90.0
13 Sins,93 min,93.0
13TH: A Conversation with Oprah Winfrey & Ava DuVernay,37 min,37.0
14 Blades,113 min,113.0
14 Cameras,89 min,89.0
16 Blocks,102 min,102.0
17 Again,102 min,102.0
1BR,90 min,90.0
1st Summoning,94 min,94.0
20 Feet From Stardom,91 min,91.0
2015 Dream Concert,107 min,107.0
2036 Origin Unknown,95 min,95.0
20th Century Women,119 min,119.0
21 & Over,93 min,93.0
2307: Winter's Dream,101 min,101.0
24 Hours to Live,93 min,93.0
"27, el club de los malditos",82 min,82.0
27: Gone Too Soon,70 min,70.0
28 Days,104 min,104.0
3 Deewarein,121 min,121.0
3 Generations,92 min,92.0
3 Heroines,124 min,124.0
3 Seconds Divorce,53 min,53.0
30 Days of Luxury,91 min,91.0
30 Minutes or Less,83 min,83.0
300 Miles to Heaven,93 min,93.0
42 Grams,81 min,81.0
4th Man Out,86 min,86.0
5 Cowok Jagoan,106 min,106.0
5 to 7,97 min,97.0
50 First Dates,99 min,99.0
50/50,100 min,100.0
5CM,126 min,126.0
6 Days,94 min,94.0
6-5=2,103 min,103.0
68 Kill,96 min,96.0
7 Din Mohabbat In,137 min,137.0
A Bad Moms Christmas,104 min,104.0
A Billion Colour Story,104 min,104.0
A Boy Called Po,94 min,94.0
A Bridge Too Far,176 min,176.0
A Clockwork Orange,137 min,137.0
A Dangerous Woman,101 min,101.0
A Family Affair,111 min,111.0
A Family Man,110 min,110.0
A Flying Jatt,142 min,142.0
A Glimpse Inside the Mind of Charles Swan III,86 min,86.0
A Gray State,93 min,93.0
A Haunted House,86 min,86.0
A Haunting at Silver Falls: The Return,80 min,80.0
A Holiday Engagement,92 min,92.0
A Kind of Murder,96 min,96.0
A Leaf of Faith,87 min,87.0
A Mission in an Old Movie,98 min,98.0
A Most Violent Year,125 min,125.0
A Murder in the Park,91 min,91.0
A new Capitalism,76 min,76.0
A Night at the Roxbury,82 min,82.0
A Noble Intention,111 min,111.0
A Patch of Fog,92 min,92.0
A Perfect Man,94 min,94.0
A Princess for Christmas,91 min,91.0
A Russell Peters Christmas,44 min,44.0
A Scandall,108 min,108.0
A Separation,123 min,123.0
A Serious Man,106 min,106.0
A Sort of Homecoming,89 min,89.0
A Tale of Love and Darkness,98 min,98.0
A Thin Line Between Love & Hate,108 min,108.0
A Thousand Words,92 min,92.0
A Walk to Remember,102 min,102.0
A Wednesday,103 min,103.0
A Week in Watts,91 min,91.0
A Wrinkle in Time,110 min,110.0
A.M.I.,77 min,77.0
A.X.L.,99 min,99.0
Aşk Tesadüfleri Sever,122 min,122.0
Aadu 2,150 min,150.0
Aajcha Divas Majha,126 min,126.0
Aarakshan,164 min,164.0
Aashayein,115 min,115.0
Aata Pita,133 min,133.0
Abby Sen,127 min,127.0
Abdo Mota,100 min,100.0
Abhinetri,131 min,131.0
Abominable Christmas,44 min,44.0
About a Boy,101 min,101.0
Abzurdah,90 min,90.0
Acapulco La vida va,89 min,89.0
Across The Line,88 min,88.0
Across the Universe,133 min,133.0
Act of Valor,110 min,110.0
Act of Vengeance,112 min,112.0
Acts of Violence,87 min,87.0
Addicted to Life,91 min,91.0
Adore,111 min,111.0
Adrishya,99 min,99.0
Adventures in Public School,86 min,86.0
After Porn Ends,93 min,93.0
After Porn Ends 3,87 min,87.0
Afterschool,107 min,107.0
Aftershock,89 min,89.0
Agatha and the Truth of Murder,92 min,92.0
Ahista Ahista,122 min,122.0
Ai Weiwei: Never Sorry,91 min,91.0
Aisa Yeh Jahaan,127 min,127.0
Aitraaz,153 min,153.0
Alarmoty in the Land of Fire,94 min,94.0
Albion: The Enchanted Stallion,106 min,106.0
Alejandro Sanz: What I Was Is What I Am,102 min,102.0
Alice Doesn't Live Here Anymore,112 min,112.0
Alien Contact: Outer Space,63 min,63.0
Aliens Ate My Homework,90 min,90.0
Alive and Kicking,89 min,89.0
All About Nina,101 min,101.0
All Dogs Go to Heaven,85 min,85.0
All Good Ones Get Away,83 min,83.0
All Hallows' Eve,92 min,92.0
All Light Will End,84 min,84.0
All the Boys Love Mandy Lane,91 min,91.0
All the Devil's Men,100 min,100.0
Alone in Berlin,103 min,103.0
Along Came a Spider,103 min,103.0
Alpha and Omega 2: A Howl-iday Adventure,45 min,45.0
Alpha and Omega: The Legend of the Saw Tooth Cave,45 min,45.0
AlphaGo,90 min,90.0
Always a Bridesmaid,98 min,98.0
Amar Akbar & Tony,92 min,92.0
Amar Akbar Anthony,172 min,172.0
Amar's Hands,125 min,125.0
American Anarchist,81 min,81.0
American Assassin,112 min,112.0
American Beauty,122 min,122.0
American Circumcision,101 min,101.0
American Experience: Ruby Ridge,53 min,53.0
American Experience: The Island Murder,53 min,53.0
American Hangman,99 min,99.0
American Heist,95 min,95.0
American History X,119 min,119.0
American Honey,163 min,163.0
American Masters: Ted Williams,55 min,55.0
American Psycho,102 min,102.0
American Warfighter,106 min,106.0
Amy,128 min,128.0
An American in Madras,80 min,80.0
An American Tail,80 min,80.0
An American Tail: Fievel Goes West,75 min,75.0
An American Tail: The Mystery of the Night Monster,75 min,75.0
An American Tail: The Treasures of Manhattan Island,79 min,79.0
An Hour and a Half,87 min,87.0
An Interview with God,97 min,97.0
An Upper Egyptian,85 min,85.0
Anarkali of Aarah,111 min,111.0
Anchor and Hope,113 min,113.0
Anesthesia,90 min,90.0
Angel Eyes,103 min,103.0
Anger Management,105 min,105.0
Angry Indian Goddesses,104 min,104.0
Ankur Arora Murder Case,127 min,127.0
Annabelle Hooper and the Ghosts of Nantucket,92 min,92.0
Another Forever,72 min,72.0
Ant-Man and the Wasp,118 min,118.0
Antar: Son of Shadad,110 min,110.0
Antariksha Ke Rakhwale,65 min,65.0
Antidote,90 min,90.0
Anwar,134 min,134.0
Apache Warrior,89 min,89.0
APEX: The Story of the Hypercar,86 min,86.0
Apollo 18,87 min,87.0
April and the Extraordinary World,107 min,107.0
"Aram, Aram",79 min,79.0
Are We Done Yet?,87 min,87.0
Arisan 2,113 min,113.0
Arthur,110 min,110.0
Arthur Christmas,98 min,98.0
"As Above, So Below",93 min,93.0
As Good as It Gets,139 min,139.0
Assimilate,94 min,94.0
Asura: The City of Madness,133 min,133.0
At All Costs,81 min,81.0
At First Light,91 min,91.0
ATM,122 min,122.0
Attacking the Devil: Harold Evans and the Last Nazi War Crime,102 min,102.0
Attitude Test,88 min,88.0
Auschwitz: Blueprints of Genocide,49 min,49.0
Automata,110 min,110.0
Avengers: Infinity War,150 min,150.0
Avicii: True Stories,97 min,97.0
Azhar,129 min,129.0
B.A. Pass,99 min,99.0
Babam ve Oğlum,112 min,112.0
Babel,143 min,143.0
Bachelor Girls,61 min,61.0
Back and Forth,95 min,95.0
Backcountry,92 min,92.0
Backfire,97 min,97.0
Backtrack,90 min,90.0
Bad Boys,119 min,119.0
Bad Boys II,147 min,147.0
Bad Match,83 min,83.0
Bad Rap,83 min,83.0
Badha,91 min,91.0
Badland,117 min,117.0
Balto,78 min,78.0
Balto 2: Wolf Quest,75 min,75.0
Balto 3: Wings of Change,78 min,78.0
Balu Mahi,149 min,149.0
Bana Masal Anlatma,103 min,103.0
Band Aid,94 min,94.0
Band of Robbers,95 min,95.0
Bang Rajan 2,122 min,122.0
Bangkok Hell,107 min,107.0
Bangkok Traffic (Love) Story,126 min,126.0
Barça Dreams,122 min,122.0
Barah Aana,95 min,95.0
Barbecue,101 min,101.0
Barbie & Her Sisters in a Pony Tale,74 min,74.0
Barbie in A Mermaid Tale,74 min,74.0
Barbie in Princess Power,74 min,74.0
Barbie in Rock 'N Royals,83 min,83.0
Barbie Star Light Adventure,79 min,79.0
Barbie: A Fairy Secret,72 min,72.0
Barbie: Princess Charm School,80 min,80.0
Barbie: Spy Squad,75 min,75.0
Barbie: The Princess & the Popstar,75 min,75.0
Barbie: Video Game Hero,72 min,72.0
Barely Lethal,99 min,99.0
Barrio Universitario,91 min,91.0
Barsaat,166 min,166.0
BASEketball,103 min,103.0
Basic Instinct,128 min,128.0
Bathtubs Over Broadway,87 min,87.0
Bawarchi,125 min,125.0
Bazaar,121 min,121.0
Be Here Now,110 min,110.0
Be Somebody,88 min,88.0
Beak & Brain: Genius Birds From Down Under,52 min,52.0
Bean: The Ultimate Disaster Movie,89 min,89.0
Beary Tales,52 min,52.0
Beavis and Butt-head Do America,81 min,81.0
Bebe's Kids,73 min,73.0
Because of Soccer,75 min,75.0
Because We're Heading Out,99 min,99.0
Becoming Jane,121 min,121.0
Bedtime Stories,100 min,100.0
Before the Flood,97 min,97.0
"Behind ""The Cove"": The Quiet Japanese Speak Out",105 min,105.0
Behind the Curtain: Todrick Hall,100 min,100.0
Beiimaan Love,115 min,115.0
Being AP,99 min,99.0
Below Her Mouth,91 min,91.0
Beneath the Leaves,90 min,90.0
Benji: Off the Leash,100 min,100.0
Benji's Very Own Christmas Story,25 min,25.0
Berlin Kaplani,99 min,99.0
"Berlin, I Love You",120 min,120.0
Best Neighbors,98 min,98.0
Betting on Zero,104 min,104.0
Bewafaa,149 min,149.0
Bewildered Bolbol,112 min,112.0
Beyond All Boundaries,98 min,98.0
Beyond the Clouds,120 min,120.0
Bhagam Bhag,151 min,151.0
Bheemayan,63 min,63.0
Bhool Bhulaiyaa,148 min,148.0
Bhoot,114 min,114.0
Bhouri,123 min,123.0
Big Bear,87 min,87.0
Big Daddy,93 min,93.0
Big Fat Liar,88 min,88.0
Big Kill,126 min,126.0
Big Time,90 min,90.0
Bigger Fatter Liar,95 min,95.0
Biggie & Tupac,108 min,108.0
Bill Burr: Let It Go,65 min,65.0
Billy Elliot,110 min,110.0
Billy Graham: An Extraordinary Journey,66 min,66.0
Bilu Rakkhosh,127 min,127.0
Bioscope,131 min,131.0
Birthmarked,88 min,88.0
Bitch,97 min,97.0
Bitcoin Heist,116 min,116.0
Bittoo Boss,117 min,117.0
Black & Privileged: Volume 1,79 min,79.0
Black Hawk Down,144 min,144.0
Black Man White Skin,79 min,79.0
Black Panther,135 min,135.0
Black Site Delta,88 min,88.0
Black Snake Moan,116 min,116.0
Black Snow,91 min,91.0
Blackfish,83 min,83.0
Blackway,90 min,90.0
Blaze,129 min,129.0
Bleed for This,120 min,120.0
Blinky Bill: The Movie,91 min,91.0
Blockbuster,85 min,85.0
Blood Father,88 min,88.0
Blow,123 min,123.0
Blue Is the Warmest Color,180 min,180.0
Blue Jasmine,98 min,98.0
Blue Mountain State: The Rise of Thadland,90 min,90.0
Blue Ruin,90 min,90.0
Blue Streak,94 min,94.0
Blue Valentine,112 min,112.0
Blurred Lines: Inside the Art World,85 min,85.0
Bob Lazar: Area 51 & Flying Saucers,97 min,97.0
Bob's Broken Sleigh,47 min,47.0
Bobbi Jene,99 min,99.0
Bobby,168 min,168.0
Bobby Robson: More Than a Manager,99 min,99.0
Bobby Sands: 66 Days,106 min,106.0
Bokeh,92 min,92.0
Bolt,99 min,99.0
Bombshell: The Hedy Lamarr Story,89 min,89.0
Bon Bini Holland,88 min,88.0
Bonnie and Clyde,111 min,111.0
Boom,79 min,79.0
Born Strong,86 min,86.0
Born to Be Free,74 min,74.0
Bottom of the World,84 min,84.0
Boy and the World,80 min,80.0
Boy Bye,86 min,86.0
Brampton's Own,90 min,90.0
Bratz: The Movie,102 min,102.0
Brave New Jersey,92 min,92.0
Breaking Free,81 min,81.0
Breath,116 min,116.0
Brick,110 min,110.0
Bring It On: Worldwide Showdown,95 min,95.0
Brooklyn's Finest,133 min,133.0
Brotherhood of Blades II: The Infernal Battlefield,120 min,120.0
Bruno and Boots: Go Jump in the Pool,91 min,91.0
Bruno and Boots: The Wizzle War,90 min,90.0
Bruno and Boots: This Can't Be Happening at Macdonald Hall,90 min,90.0
Buffalo Boys,103 min,103.0
Bugs,73 min,73.0
Bullitt County,98 min,98.0
Burlesque,119 min,119.0
Burlesque: Heart of the Glitter Tribe,76 min,76.0
Burning,148 min,148.0
Bushwick,94 min,94.0
Butterfield 8,108 min,108.0
Cézanne et moi,114 min,114.0
Cabin Fever,98 min,98.0
Cahaya Dari Timur Beta Maluku,151 min,151.0
Caida del Cielo,78 min,78.0
Cake,125 min,125.0
Calendar Girls,126 min,126.0
Calico Critters: A Town of Dreams,11 min,11.0
Calico Critters: The Treasure of Calico Village,22 min,22.0
Camera Store,104 min,104.0
Camp Cool Kids,104 min,104.0
Camp X-Ray,117 min,117.0
Can't Hardly Wait,101 min,101.0
Candyman,99 min,99.0
Capital in the Twenty-First Century,103 min,103.0
Cappuccino,126 min,126.0
Cardboard Gangsters,92 min,92.0
Caregiver,131 min,131.0
Carol,119 min,119.0
Carrie,98 min,98.0
Carriers,85 min,85.0
Casa de mi Padre,84 min,84.0
Casino Royale,145 min,145.0
Casino Tycoon,125 min,125.0
Casino Tycoon 2,108 min,108.0
Cat on a Hot Tin Roof,108 min,108.0
Catching the Sun,74 min,74.0
Cats & Dogs: The Revenge of Kitty Galore,82 min,82.0
Catwalk: Tales from the Cat Show Circuit,75 min,75.0
Cave,77 min,77.0
Celluloid Man,156 min,156.0
Center Stage,116 min,116.0
Chaar Sahibzaade,126 min,126.0
Chal Dhar Pakad,129 min,129.0
Chal Mere Bhai,132 min,132.0
Chalay Thay Saath,118 min,118.0
Chandani: The Daughter of the Elephant Whisperer,87 min,87.0
Change in the Air,95 min,95.0
Chaotic Love Poems,86 min,86.0
Chappaquiddick,106 min,106.0
Charlie and the Chocolate Factory,115 min,115.0
Charlie's Angels: Full Throttle,106 min,106.0
Charlotte's Web,94 min,94.0
Chashme Buddoor,121 min,121.0
Chasing Amy,113 min,113.0
Chasing the Dragon,129 min,129.0
Chasing Trane,99 min,99.0
Chauthi Koot,116 min,116.0
Chernobyl Diaries,88 min,88.0
Chhota Bheem Aur Kaala Yodha,63 min,63.0
Chhota Bheem Ka Romani Adventure,62 min,62.0
Chhota Bheem Ka Troll Se Takkar,62 min,62.0
Chhota Bheem Kungfu Dhamaka,112 min,112.0
Chicken Kokkachi,113 min,113.0
Chicken Little,82 min,82.0
Chief Daddy,98 min,98.0
Child's Play,87 min,87.0
China Salesman,111 min,111.0
Chingo Bling: They Can't Deport Us All,63 min,63.0
Chittagong,105 min,105.0
Chitty Chitty Bang Bang,146 min,146.0
Chloe,96 min,96.0
Chris Brown: Welcome to My Life,80 min,80.0
Christian Mingle,99 min,99.0
Christmas Crush,87 min,87.0
Christmas in the Smokies,88 min,88.0
Christmas with the Kranks,99 min,99.0
Christopher Robin,104 min,104.0
Chronicle of an Escape,104 min,104.0
Chupan Chupai,118 min,118.0
Chupke Chupke,127 min,127.0
Cirque du Freak: The Vampire's Assistant,109 min,109.0
City of God,130 min,130.0
City of Tiny Lights,110 min,110.0
Clarence Clemons: Who Do I Think I Am?,88 min,88.0
Clash of the Titans,106 min,106.0
Class of '61,91 min,91.0
Class Rank,103 min,103.0
Cleopatra Jones,89 min,89.0
Click,108 min,108.0
Clive Davis: The Soundtrack of Our Lives,124 min,124.0
Closed Circuit,96 min,96.0
Cloud Atlas,172 min,172.0
Clouds of Sils Maria,124 min,124.0
Cloverfield,85 min,85.0
Coach Carter,137 min,137.0
Code Name: The Cleaner,91 min,91.0
Coffee with D,120 min,120.0
Colkatay Columbus,118 min,118.0
Colonia,110 min,110.0
Colours of Passion,114 min,114.0
Come and Find Me,112 min,112.0
Command and Control,92 min,92.0
Company,137 min,137.0
Compulsion,84 min,84.0
Concrete Football,52 min,52.0
Concussion,96 min,96.0
Conjuring Spirit,112 min,112.0
Conor McGregor: Notorious,90 min,90.0
Consequences ,106 min,106.0
Contract,116 min,116.0
Convict,97 min,97.0
Cool Hand Luke,127 min,127.0
Cop and a Half: New Recruit,96 min,96.0
Cop Watchers,45 min,45.0
Coraline,101 min,101.0
Counterfeiting in Suburbia,88 min,88.0
Covered: Alive in Asia,75 min,75.0
Crash,112 min,112.0
CRD,110 min,110.0
"Crouching Tiger, Hidden Dragon",120 min,120.0
Cult of Chucky,90 min,90.0
Cutie and the Boxer,82 min,82.0
Daagdi Chaawl,118 min,118.0
Dabbe 6: The Return,153 min,153.0
Dad,117 min,117.0
Daddy Day Care,93 min,93.0
Daddy Issues,82 min,82.0
Daemonium,115 min,115.0
Daffedar,151 min,151.0
Dagh Ujala,103 min,103.0
Dallas Buyers Club,117 min,117.0
Dance Academy: The Comeback,100 min,100.0
Dancing Quietly,70 min,70.0
Danny Says,103 min,103.0
Dante's Peak,108 min,108.0
Dare to Be Wild,100 min,100.0
Dark Chocolate (Bengali Version),91 min,91.0
Dark Crimes,93 min,93.0
Dark Places,113 min,113.0
Darna Mana Hai,116 min,116.0
Darra,121 min,121.0
Daughters of the Dust,112 min,112.0
Dayveon,76 min,76.0
De Film van Dylan Haegens,81 min,81.0
De Palma,110 min,110.0
Dead in a Week (Or Your Money Back),90 min,90.0
Deadline: Sirf 24 Ghante,97 min,97.0
Deadly Scholars,86 min,86.0
Dean,94 min,94.0
Dear Dad,83 min,83.0
Dear Dracula,43 min,43.0
Dear Santa,92 min,92.0
Death at a Funeral,93 min,93.0
Death House,88 min,88.0
Deathgrip,53 min,53.0
Deewangee,156 min,156.0
Defying the Nazis: The Sharps' War,79 min,79.0
Delirium,96 min,96.0
Democrats,99 min,99.0
Den of Thieves,140 min,140.0
Denis Leary: No Cure For Cancer,62 min,62.0
Desolate,88 min,88.0
Desolation,76 min,76.0
Detention Letter,99 min,99.0
Detour,97 min,97.0
Deviant Love,87 min,87.0
Devil's Bride,108 min,108.0
Devil's Gate,94 min,94.0
Devrai,123 min,123.0
Dhamaal,128 min,128.0
Di Renjie zhi Sidatianwang,132 min,132.0
Diana: 7 Days That Shook the World,93 min,93.0
Diana: In Her Own Words,113 min,113.0
Diary of a Chambermaid,96 min,96.0
Die Another Day,133 min,133.0
Dil Hai Tumhaara,176 min,176.0
Dinner for Schmucks,115 min,115.0
Disciples Of The 36th Chamber,90 min,90.0
Discovering Bigfoot,111 min,111.0
Dismissed,87 min,87.0
District 9,112 min,112.0
Doctor Zhivago,200 min,200.0
Dog Eat Dog,93 min,93.0
Dolphin Kick,90 min,90.0
Dolphin Tale 2,107 min,107.0
Domino,89 min,89.0
Don Quixote: The Ingenious Gentleman of La Mancha,83 min,83.0
Don Verdean,96 min,96.0
Don't Be Afraid of the Dark,99 min,99.0
Don't Crack Under Pressure,95 min,95.0
Don't Crack Under Pressure II,88 min,88.0
Don't Crack Under Pressure III,94 min,94.0
Don't Knock Twice,93 min,93.0
Don't Look Down,93 min,93.0
Don't Think Twice,92 min,92.0
Donnie Brasco,127 min,127.0
Doom,105 min,105.0
Doubles Cause Troubles,94 min,94.0
Doubt,104 min,104.0
Down The Fence,94 min,94.0
Dr. Seuss' The Cat in the Hat,82 min,82.0
Dr. Seuss' The Grinch,86 min,86.0
Dragonheart,103 min,103.0
Dragonheart 3: The Sorcerer,97 min,97.0
Dragonheart: A New Beginning,84 min,84.0
Dragonheart: Battle for the Heartfire,98 min,98.0
Dragonkala Ka Rahasya,68 min,68.0
Dream Big: Engineering Our World,42 min,42.0
